acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
			mni			3.0			True		False	Typically-developing children and adolescents assessed with the stop-signal task and diffusion-weighted imaging 2-9 times over 6 years								both						nonlinear														4.0										0.41				1.0	Siemens									19.0		7.0								True							False		10.1016/j.neuroimage.2020.117105		2020	Maturational Trajectories Of White Matter Microstructure Underlying The Right Presupplementary Motor Area Reflect Individual Improvements In Motor Response Cancellation In Children And Adolescents	NeuroImage
						3.0		https://openneuro.org/datasets/ds002738			False	Healthy young adults		randommixedeffects			SPM12	False		both					nipype			regression	SPM12											14.0	3.0	2.0								0.394	8x multiband		0.68		GE		0.0	2.2						34.0	22.8	18.0				eventrelated	True			True	True					False			10.1523/JNEUROSCI.0075-18.2018	30061189.0	2018	Reward Learning Over Weeks Versus Minutes Increases The Neural Representation Of Value In The Human Brain	The Journal Of Neuroscience
								https://www.med.upenn.edu/cbica/brats2019/data.html																																1.0																																											10.1093/brain/awaa277	33278823.0	2020	Genetic, Cellular, And Connectomic Characterization Of The Brain Regions Commonly Plagued By Glioma	Brain
											False									both																			20.0	12.0	3.0			True	optsect 																									eventrelated													10.1073/pnas.1915124117	32234781.0	2020	Longitudinal Changes In DLPFC Activation During Childhood Are Related To Decreased Aggression Following Social Rejection	Proceedings Of The National Academy Of Sciences
			mni																	right			Exclusion: Presence of an Axis-II diagnosis, secondary Axis-I diagnosis, neurological or sensory disorder, and a history of drug abuse (based on a clinical interview and urine tests).		BrainVoyager	linear						variable (fMRI capture)					BrainVoyager		2.0	3.0							slice-scan time correction/ 3D motion correction/ Smoothing/ Temporal high-pass filtering								Philips	 Achieva			BrainVoyager	6.0	spatial Gaussian Filter	BrainVoyager	v21		34.0					eventrelated				True	True					True	True		10.1016/j.biopsych.2021.08.024		2022	Decoding Activity In Broca's Area Predicts The Occurrence Of Auditory Hallucinations Across Subjects	Biological Psychiatry
																																								6.0																																											10.1016/j.dcn.2019.100730	31756586.0	2019	Neurodevelopmental Shifts In Learned Value Transfer On Cognitive Control During Adolescence	Developmental Cognitive Neuroscience
axial	none	native scanner	mni	27.2	248.0	3.0	44.0		True	Affine transformation	False			randommixedeffects		general linear model		True		right	double gamma		excluded: left handedness; not a native English speaker; MRI contraindications; indications of altered affect or cognition (see preregistration for full details)			nonlinear		general linear model		355.0	372.0	variable	82.0			Minimum outlier volume			24.0	6.0	6.0	3.0	T1	True	counterbalancing, pseudorandomization, jittering	interleaved	despiking; slice-time correction; registration steps (including motion correction); smoothing; masking for within-subject coverage; normalization/scaling		simultaneous multislice acquisition, acceleration factor = 8	0.3	echo planar imaging	visual inspection of raw data and registration results; exclude runs >20% volumes censored due to motion and voxel intensity outliers (see preregistration)	460.0	3.0	Siemens	Magnetom Prisma	0.0	3.0		6.0	Gaussian	AFNI	20.2.19	35.0	25.5	19.0	1.0			hybridblockevent	True	False	False	True	True	True		False	False	True	True	False	10.1016/j.ijpsycho.2022.01.012		2022	Competitive Interactions Between Cognitive Reappraisal And Mentalizing	International Journal Of Psychophysiology
																																								36.0																																											10.1016/j.neuroimage.2021.118674		2021	Feasibility Of Spiral fMRI Based On An LTI Gradient Model.	
								https://www.nitrc.org/projects/cerb_2020/																																18.0																																											10.1371/journal.pone.0244756	33400717.0	2021	Phase-locking Of Resting-State Brain Networks With The Gastric Basal Electrical Rhythm	Plos One
																																								4.0																																											10.7554/eLife.49053	31591965.0	2019	Olfactory Connectivity Mediates Sleep-Dependent Food Choices In Humans	eLife
								https://www.uniklinikum-leipzig.de/einrichtungen/life																																27.0																																											10.1016/j.neuroimage.2022.119504		2022	Towards The Interpretability Of Deep Learning Models For Multi-Modal Neuroimaging: Finding Structural Changes Of The Ageing Brain	NeuroImage
								https://openneuro.org/datasets/ds002761																																9.0																																											10.1038/s41593-020-0649-z	32514135.0	2020	Episodic Memory Retrieval Success Is Associated With Rapid Replay Of Episode Content	Nature Neuroscience
																																								1.0																																											10.1007/s00259-017-3645-0		2017	Testâretest Measurements Of Dopamine D1-type Receptors Using Simultaneous PET/MRI Imaging	European Journal Of Pediatrics
oblique-axial	AR1			20.0		3.0	72.0		True				GLM	randommixedeffects		Regression		False			SPM default	128s			SPM8	linear	GLM	Regression								5				4.0			T1			interleaved	realignment, normalization, resampling, smoothing, 128s high-pass filter	Order of SPM orthogonalization:  for stimulus onset, stimulus reward prediction error and then stimulus association error; for reward onset, reward prediction error	No		EPI	Movement TR-to-TR less than 2mm	2000.0	2.0	Phillips		0.0	3.0		6.0	Gaussian	SPM	8								False	False	True	True	True	True	False	True	False	False	True	False	10.1126/science.1223252		2012	Preference By Association: How Memory Mechanisms In The Hippocampus Bias Decisions	Science
																																								3.0																																											10.1038/s41583-022-00583-8	35444305.0	2022	Causal Mapping Of Human Brain Function	Nature Reviews Neuroscience
																																								3957.0																																											10.1016/j.neuroimage.2020.117691	33385547.0	2021	Changes In BOLD Variability Are Linked To The Development Of Variable Response Inhibition	NeuroImage
anterior> posterior				30.0	240.0	3.0	60.0		True		True	Healthy weight compared to obese weight (OW); change over time in OW pre vs post-surgery; correlation between change and surgery outcome; correlation between baseline and surgery outcome					palm	True	sandwhich estimator				obesity group: eligible for bariatric surgery; BMI > 35		FSL	nonlinear							80.0				ACompCor			28.0			T1				high-pass filter at 0.01Hz, realignment, fieldmap correction, BBR registration to T1, nonlinear registration to MNI space, FILM prewhitening, smoothing		multiband factor 8	0.31	EPI	visual registration check	475.0	2.0	Siemens	Skyra	0.0	3.0		6.0	Gaussian	FSL	5.0.8	60.0	39.1	18.2				eventrelated	True			True	True	True				False	True		10.1016/j.neuroimage.2021.118623		2021	Brain Responses To Anticipatory Cues And Milkshake Taste In Obesity, And Their Relationship To Bariatric Surgery Outcome	NeuroImage
								https://www.nitrc.org/projects/mcic/																																8.0																																											10.1016/j.jpsychires.2021.07.042		2021	White Matter Microstructural Associates Of Apathy-Avolition In Schizophrenia	Journal Of Psychiatric Research
								https://openneuro.org/datasets/ds004398																																14.0																																											10.1073/pnas.2205211120	36719914.0	2021	White Matter Microstructural Associates Of Apathy-Avolition In Schizophrenia	Journal Of Psychiatric Research
																																								4.0																																											10.1038/s42003-019-0611-3	31633061.0	2019	An Improved Neuroanatomical Model Of The Default-Mode Network Reconciles Previous Neuroimaging And Neuropathological Findings	Communications Biology
																																								6.0																																											10.1037/abn0000389		2019	Aberrant Striatal Tracking Of Reward Magnitude In Youth With Current Or Past-Year Depression.	Journal Of Abnormal Psychology
												100 unrelated subjects from the Human Connectome Project																												12.0										0.44															28.9					other													10.1016/j.neuroimage.2022.119526	35914669.0	2022	A Dynamic Gradient Architecture Generates Brain Activity States	NeuroImage
																																								5.0																																											10.1093/scan/nsy058	30016496.0	2018	Asymmetric Neural Tracking Of Gain And Loss Magnitude During Adolescence	Social Cognitive And Affective Neuroscience
																																								9.0																																											10.1093/texcom/tgab039	34296184.0	2021	Placebo Analgesia Does Not Reduce Empathy For Naturalistic Depictions Of Othersâ Pain In A Somatosensory Specific Way	Cerebral Cortex Communications
																																								12.0																																											10.1016/j.nicl.2022.102973	35245790.0	2022	Resisting Aggression In Social Contexts: The Influence Of Life-Course Persistent Antisocial Behavior On Behavioral And Neural Responses To Social Feedback	NeuroImage: Clinical
						3.0																																		3.0															Siemens	Trio, Prisma																											10.1016/j.neuroimage.2021.118845	34963651.0	2022	Context-specific Activations Are A Hallmark Of The Neural Basis Of Individual Differences In General Executive Function	NeuroImage
																																								21.0																																											10.1016/j.neuroimage.2022.119463		2022	Neural And Affective Responses To Prolonged Eye Contact With One's Own Adolescent Child And Unfamiliar Others	NeuroImage
																Coordinate-based meta-analysis																								4.0																						SDM-PSI	6.12																				10.1016/j.neubiorev.2022.104588	35259422.0	2022	Identifying A Brain Network For Musical Rhythm: A Functional Neuroimaging Meta-Analysis And Systematic Review	Neuroscience & Biobehavioral Reviews
																																								13.0																																											10.1038/s41598-022-05019-y	35046506.0	2022	Mental Imagery Can Generate And Regulate Acquired Differential Fear Conditioned Reactivity	Scientific Reports
																																								7.0																																											10.1007/s00429-023-02641-y	37093304.0	2022	Mental Imagery Can Generate And Regulate Acquired Differential Fear Conditioned Reactivity	Scientific Reports
																																								6.0																																											10.1093/nc/niad006	37114163.0	2022	Mental Imagery Can Generate And Regulate Acquired Differential Fear Conditioned Reactivity	Scientific Reports
																																								35.0																																											10.1016/j.neuroimage.2023.119983		2022	Mental Imagery Can Generate And Regulate Acquired Differential Fear Conditioned Reactivity	Scientific Reports
						3.0																																		2.0																				8.0				86.0	69.49	59.0															True		10.1212/WNL.0000000000012067	33952652.0	2021	Mediterranean Diet, Alzheimer Disease Biomarkers, And Brain Atrophy In Old Age	Neurology
																																								104.0																						FSL																					10.1038/s41598-022-26204-z	36526708.0	2021	Mediterranean Diet, Alzheimer Disease Biomarkers, And Brain Atrophy In Old Age	Neurology
			mni	28.0	192.0	3.0	77.0		True		True	Acute, short-term-weight-recovered and long-term-recovered patients with Anorexia nervosa & healthy controls													SPM								192.0				SPM			27.0						ascending					EPI		2000.0	3.0	Siemens 	Magnetom Prisma		3.5		6.0		SPM12									False			True	True					False	True		10.1016/j.bpsc.2021.03.006		2021	Recovery-Associated Resting-State Activity And Connectivity Alterations In Anorexia Nervosa	Biological Psychiatry: Cognitive Neuroscience And Neuroimaging
